id,utxo_amounts
102,"['0.03500000', '0.00107722', '0.00300000', '0.00080000', '0.00480000', '0.00370000', '0.00022559', '0.00097180', '0.99207163', '0.00100000', '0.00444318', '0.00100000', '0.00006080', '0.00000699', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00100000', '0.00100000', '3.99971824', '0.00500000', '2.99406770', '0.00018466', '1.99393391', '0.00003240']"
103,"['0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00080000', '0.00480000', '0.00370000', '0.00022559', '0.00097180', '0.99207163', '0.00100000', '0.00100000', '0.00006080', '0.00000699', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00100000', '0.00100000', '0.00100000', '3.99971824', '0.00500000', '2.99406770', '0.00018466', '1.99393391', '0.00003240']"
104,"['0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00480000', '0.00370000', '0.99207163', '0.00100000', '0.00100000', '0.00006080', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00100000', '0.00100000', '3.99971824', '0.00500000', '2.99406770', '0.00171142', '0.00018466', '1.99393391', '0.00003240']"
105,"['3.99869004', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00480000', '0.00370000', '0.99207163', '0.00100000', '0.00100000', '0.00006080', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00100000', '0.00100000', '0.00500000', '2.99406770', '0.00171142', '0.00018466', '1.99393391', '0.00003240']"
106,"['0.00120000', '3.99869004', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00480000', '0.00370000', '0.99207163', '0.00100000', '0.00006080', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00002896', '0.00500000', '2.99406770', '0.00171142', '0.00018466', '1.99393391']"
107,"['0.00200000', '0.00790000', '0.00046992', '0.00120000', '3.99869004', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00480000', '0.00370000', '0.99207163', '0.00006080', '4.97908700', '0.01780000', '0.07861252', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00002896', '0.00500000', '0.00800000', '2.99406770', '0.00171142', '0.00100000', '0.00018466', '1.99393391']"
108,"['0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.00120000', '3.99869004', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00480000', '0.00370000', '0.99207163', '0.00006080', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00120000', '0.00200000', '0.00002896', '0.00500000', '0.00800000', '2.99406770', '0.00171142', '0.00100000', '0.00018466', '1.99393391']"
109,"['0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.00120000', '3.99869004', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00300000', '0.00377180', '0.00370000', '0.99207163', '0.00006080', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00200000', '0.00120000', '0.00200000', '0.00002896', '0.00500000', '0.00800000', '2.99406770', '0.00171142', '0.00100000', '0.00018466', '1.99393391']"
110,"['0.01000000', '0.00087643', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.00120000', '3.99869004', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '0.99207163', '0.00006080', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00200000', '0.00120000', '0.00200000', '0.00500000', '0.00800000', '2.99406770', '0.00100000', '0.00000160', '1.99393391']"
111,"['0.01000000', '0.00087643', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.00120000', '3.99869004', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '0.00006080', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00200000', '0.00120000', '0.00200000', '0.99094343', '0.00500000', '0.00800000', '2.99406770', '0.00100000', '0.00000160', '1.99393391']"
112,"['0.00341677', '3.99816184', '0.01000000', '0.00087643', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.00120000', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '0.00006080', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.00200000', '0.99094343', '0.00500000', '0.00800000', '2.99406770', '0.00100000', '0.00000160', '1.99393391']"
113,"['0.00000179', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.99094343', '0.00500000', '0.00800000', '2.99406770', '0.00100000', '0.00000160', '1.99393391']"
114,"['0.00300000', '0.00228044', '0.00000179', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.00487180', '0.99094343', '0.00500000', '0.00454585', '2.99406770', '0.00100000', '0.00000160', '1.99393391']"
115,"['1.98854471', '0.00300000', '0.00228044', '0.00000179', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.01450000', '0.00100000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.00487180', '0.99094343', '0.00500000', '0.00454585', '2.99406770', '0.00100000', '0.00000160']"
116,"['1.98854471', '0.00300000', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00200000', '0.00790000', '0.00046992', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00107722', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.00006719', '0.03000000', '0.00010000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.00487180', '0.99094343', '0.00090000', '0.00500000', '0.00454585', '2.99406770', '0.00100000']"
117,"['0.00464370', '1.98854471', '0.00300000', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '0.00000121', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00040000', '0.00200000', '0.00120000', '0.00487180', '0.99094343', '0.00090000', '0.00500000', '0.00454585', '2.99406770', '0.00100000']"
118,"['0.00464370', '1.98854471', '0.00300000', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '0.00000121', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00200000', '0.00120000', '0.00487180', '0.99094343', '0.00090000', '0.00500000', '0.00026859', '0.00454585', '2.99406770', '0.00100000']"
119,"['0.00100000', '0.00010000', '0.00091371', '0.00163049', '0.98534723', '0.00464370', '1.98854471', '0.00300000', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00006000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '0.00000121', '0.00025639', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00592000', '0.00200000', '0.00120000', '0.00360000', '0.00487180', '0.00090000', '0.00090000', '0.00500000', '0.01000000', '0.00026859', '0.00454585', '2.99406770', '0.00008000', '0.00100000']"
120,"['0.00800000', '0.00161550', '0.00100000', '0.00010000', '0.00091371', '0.00163049', '0.98534723', '1.98854471', '0.00300000', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00006000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '0.00000121', '0.00025639', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00592000', '0.00200000', '0.00120000', '0.00360000', '0.00487180', '0.00090000', '0.00090000', '0.00500000', '0.01000000', '0.00026859', '0.00454585', '2.99406770', '0.00008000', '0.00100000', '0.00169500']"
121,"['0.00110000', '0.00800000', '0.00100000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00006000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00592000', '0.00300000', '0.00200000', '0.00360000', '0.00487180', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.99406770', '0.00008000', '0.00169500']"
122,"['0.00490000', '0.00110000', '0.00800000', '0.00100000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.00241498', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00592000', '0.00300000', '0.00200000', '0.00000904', '0.00360000', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.99406770', '0.00169500']"
123,"['0.00490000', '0.00110000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00003790', '4.97908700', '0.01780000', '0.03000000', '0.00500000', '0.00480000', '0.00592000', '0.00300000', '0.00200000', '0.00000904', '0.00360000', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.99406770', '0.00169500']"
124,"['0.00490000', '0.00110000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00003790', '4.97908700', '0.01780000', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.00200000', '0.02147180', '0.00000904', '0.00360000', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.99406770', '0.00169500']"
125,"['0.00490000', '0.00110000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.00270000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00003790', '4.97908700', '0.01780000', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.00200000', '0.02147180', '0.00000904', '0.00360000', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.98603950', '0.00169500']"
126,"['0.00490000', '0.00110000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00003790', '4.97908700', '0.01780000', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.02147180', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.98603950']"
127,"['0.00276680', '0.00490000', '0.00110000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00003790', '4.97908700', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.02147180', '0.00090000', '0.00500000', '0.01000000', '0.00454585', '2.98603950']"
128,"['0.00276680', '0.00490000', '0.00800000', '0.00163049', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.02147180', '0.00500000', '0.01000000', '0.00454585', '0.00003514', '2.98603950']"
129,"['0.00900000', '0.00276680', '0.00490000', '0.00800000', '0.00025829', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.00500000', '0.00480000', '0.00592000', '0.00500000', '0.00300000', '0.02147180', '0.00500000', '0.01000000', '0.00454585', '0.00003514', '2.98603950']"
130,"['0.00900000', '0.00276680', '0.00490000', '0.00800000', '0.00025829', '0.98534723', '1.98854471', '0.00228044', '0.00341677', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.00500000', '0.00480000', '0.00500000', '0.00300000', '0.02147180', '0.00500000', '0.01000000', '0.00454585', '0.00267280', '0.00003514', '2.98603950']"
131,"['0.00900000', '0.00276680', '0.00490000', '0.00002195', '0.00800000', '0.00025829', '0.98534723', '1.98854471', '0.00228044', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '4.97908700', '0.00500000', '0.00480000', '0.00500000', '0.00300000', '0.02147180', '0.00500000', '0.01000000', '0.00454585', '2.98603950']"
132,"['0.00900000', '0.00276680', '0.00490000', '0.00002195', '0.00800000', '0.00025829', '0.98534723', '1.98854471', '0.00228044', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00370000', '0.00500000', '0.00480000', '0.00500000', '0.00300000', '0.02147180', '4.97295880', '0.00500000', '0.01000000', '0.00454585', '2.98603950']"
133,"['0.00880000', '0.00213902', '0.00500000', '0.00012472', '0.00900000', '0.00490000', '0.00002195', '0.00800000', '0.00025829', '0.98534723', '1.98854471', '0.00228044', '3.99816184', '0.01000000', '0.01109159', '0.00290000', '0.07648432', '0.00790000', '0.00226500', '0.01450000', '0.00390000', '0.03500000', '0.00377180', '0.00500000', '0.00480000', '0.00500000', '0.00300000', '0.02147180', '4.97295880', '0.00500000', '0.01000000', '0.00454585', '2.98603950', '0.00049540']"
134,"['0.00001919', '0.00049540', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00500000', '0.00480000', '0.00500000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.00226500', '0.00790000', '0.07648432', '0.00290000', '0.01109159', '0.01000000', '3.99816184', '0.00228044', '1.98854471', '0.98534723', '0.00025829', '0.00490000', '0.00900000', '0.00012472', '0.00500000', '0.00213902', '0.00880000']"
135,"['0.00500000', '0.00100000', '0.00011980', '0.00001919', '0.00049540', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00300000', '0.00500000', '0.00480000', '0.00500000', '0.00600000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.00226500', '0.00790000', '0.07648432', '0.01109159', '0.01000000', '3.99816184', '0.00228044', '1.98854471', '0.98534723', '0.00025829', '0.00490000', '0.00900000', '0.00012472', '0.00500000', '0.00213902', '0.00880000']"
136,"['0.00001261', '0.00500000', '0.00100000', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00300000', '0.00500000', '0.00480000', '0.00500000', '0.00600000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.00226500', '0.00790000', '0.07648432', '0.01109159', '0.01000000', '3.99816184', '0.00228044', '1.98854471', '0.98534723', '0.00490000', '0.00500000', '0.00213902', '0.00880000']"
137,"['0.00100000', '0.00069882', '0.00001261', '0.00500000', '0.00100000', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00300000', '0.00500000', '0.00480000', '0.00500000', '0.00600000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.00226500', '0.07648432', '0.01109159', '0.01000000', '3.99816184', '0.00228044', '1.98854471', '0.98534723', '0.00490000', '0.00500000', '0.00880000']"
138,"['0.00026359', '0.00100000', '0.00069882', '0.00001261', '0.00500000', '0.00100000', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00300000', '0.00500000', '0.00480000', '0.00500000', '0.00600000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.07648432', '0.01109159', '0.01000000', '3.99816184', '0.00228044', '1.98854471', '0.98534723', '0.00490000', '0.00500000', '0.00880000']"
139,"['0.00055224', '0.00026359', '0.00100000', '0.00069882', '0.00001261', '0.00500000', '0.00100000', '0.00454585', '0.01000000', '0.00500000', '2.98603950', '4.97295880', '0.02147180', '0.00300000', '0.00500000', '0.00480000', '0.00500000', '0.00600000', '0.00377180', '0.03500000', '0.00390000', '0.01450000', '0.07648432', '0.01109159', '0.01000000', '3.99816184', '1.98854471', '0.98534723', '0.00490000', '0.00500000', '0.00880000']"
