bustabit-tiny-hot-wallet_peak-and-tail,15.02955423,35.41,23,10076,14439,5005,6,4386,bnb: **563** ; knapsack: **56** ; Total: **619**,0.00000351,9.99908859,0.25613432,0.91265351,0.10546264,0.00002107,0.00015640,0.10561904,1,31,2.88,3.35,knapsack: **3500** ; srd: **942** ; bnb: **563**
bustabit-tiny-hot-wallet_peak-and-tail,15.02905302,34.89,22,10076,14415,5005,7,4361,bnb: **598** ; knapsack: **46** ; Total: **644**,0.00000317,9.91989463,0.26434180,0.92737206,0.10596385,0.00002117,0.00014960,0.10611345,1,41,2.88,3.38,knapsack: **3485** ; srd: **922** ; bnb: **598**
,,,,,,,,,,,,,,,,,,,,,,
LTFRE-9,Current Balance,Mean #UTXO,Current #UTXO,#Deposits,#Inputs Spent,#Withdraws,#Uneconomical outputs spent,#Change Created,#Changeless,Min Change Value,Max Change Value,Mean Change Value,Std. Dev. of Change Value,Total Fees,Mean Fees per Withdraw,Cost to Empty (10 sat/vB),Total Cost,Min Input Size,Max Input Size,Mean Input Size,Std. Dev. of Input Size,Usage
bustabit-tiny-hot-wallet_peak-and-tail,15.02910838,34.28,23,10076,14417,5005,9,4364,bnb: **570** ; knapsack: **71** ; Total: **641**,0.00000317,15.79783967,0.25202702,1.02719628,0.10590849,0.00002116,0.00015640,0.10606489,1,41,2.88,3.33,knapsack: **3561** ; srd: **874** ; bnb: **570**
bustabit-tiny-hot-wallet_peak-and-tail,15.02885533,34.39,20,10076,14435,5005,7,4379,bnb: **565** ; knapsack: **61** ; Total: **626**,0.00000315,9.96520207,0.22231728,0.81486618,0.10616154,0.00002121,0.00013600,0.10629754,1,43,2.88,3.37,knapsack: **3558** ; srd: **882** ; bnb: **565**
bustabit-tiny-hot-wallet_peak-and-tail,15.02850860,33.91,16,10076,14447,5005,7,4387,bnb: **568** ; knapsack: **50** ; Total: **618**,0.00000297,10.07267196,0.24453684,0.92322793,0.10650827,0.00002128,0.00010880,0.10661707,1,38,2.89,3.33,knapsack: **3556** ; srd: **881** ; bnb: **568**
bustabit-tiny-hot-wallet_peak-and-tail,15.02851391,33.18,19,10076,14455,5005,7,4398,bnb: **550** ; knapsack: **57** ; Total: **607**,0.00000335,15.71844053,0.26025875,1.04847398,0.10650296,0.00002128,0.00012920,0.10663216,1,40,2.89,3.33,knapsack: **3559** ; srd: **896** ; bnb: **550**
bustabit-tiny-hot-wallet_peak-and-tail,15.02922134,33.74,21,10076,14462,5005,7,4407,bnb: **548** ; knapsack: **50** ; Total: **598**,0.00000343,12.20559263,0.28617832,1.05796194,0.10579553,0.00002114,0.00014280,0.10593833,1,37,2.89,3.37,knapsack: **3557** ; srd: **900** ; bnb: **548**
,,,,,,,,,,,,,,,,,,,,,,
LTFRE-10,Current Balance,Mean #UTXO,Current #UTXO,#Deposits,#Inputs Spent,#Withdraws,#Uneconomical outputs spent,#Change Created,#Changeless,Min Change Value,Max Change Value,Mean Change Value,Std. Dev. of Change Value,Total Fees,Mean Fees per Withdraw,Cost to Empty (10 sat/vB),Total Cost,Min Input Size,Max Input Size,Mean Input Size,Std. Dev. of Input Size,Usage
bustabit-tiny-hot-wallet_peak-and-tail,15.02849197,34.28,21,10076,14434,5005,7,4379,bnb: **567** ; knapsack: **59** ; Total: **626**,0.00000317,15.20083627,0.26301667,1.06763698,0.10652490,0.00002128,0.00014280,0.10666770,1,49,2.88,3.36,knapsack: **3597** ; srd: **841** ; bnb: **567**
bustabit-tiny-hot-wallet_peak-and-tail,15.02814110,33.97,20,10076,14442,5005,9,4386,bnb: **568** ; knapsack: **51** ; Total: **619**,0.00000317,15.82724644,0.27456198,1.10889800,0.10687577,0.00002135,0.00013600,0.10701177,1,59,2.89,3.39,knapsack: **3609** ; srd: **828** ; bnb: **568**
bustabit-tiny-hot-wallet_peak-and-tail,15.02728946,33.13,22,10076,14436,5005,9,4382,bnb: **566** ; knapsack: **57** ; Total: **623**,0.00000317,13.69407638,0.28256897,1.11131260,0.10772741,0.00002152,0.00014960,0.10787701,1,47,2.88,3.32,knapsack: **3607** ; srd: **832** ; bnb: **566**
bustabit-tiny-hot-wallet_peak-and-tail,15.02766141,33.40,23,10076,14438,5005,12,4385,bnb: **558** ; knapsack: **62** ; Total: **620**,0.00000311,9.99620015,0.25447691,0.97645462,0.10735546,0.00002145,0.00015640,0.10751186,1,43,2.88,3.32,knapsack: **3604** ; srd: **843** ; bnb: **558**
bustabit-tiny-hot-wallet_peak-and-tail,15.02758507,33.73,22,10076,14437,5005,9,4383,bnb: **575** ; knapsack: **47** ; Total: **622**,0.00000317,9.99007085,0.24515640,0.88107427,0.10743180,0.00002146,0.00014960,0.10758140,1,32,2.88,3.28,knapsack: **3592** ; srd: **838** ; bnb: **575**
